title,authors,description,published_date,categories,goodreads_rating
Above the Trenches (Nathan Hale's Hazardous Tales #12),Nathan Hale,"In Above the Trenches, author-illustrator Nathan Hale takes to the skies with the flying aces of World War I to reveal another Hazardous Tale in American history in the #1 New York Times bestselling graphic novel series. “Yippee! We’re going back to World War One!” said nobody ever—except maybe the Hangman. When the Great War began in 1914, America had plans to stay out of it. But some young men were so eager to fight, they joined the French Foreign Legion. From deep in the mud and blood of the Western Front, these young volunteers looked to the sky and saw the future—the airplane. The first American pilots to fight in World War One flew for the French military. France created a squadron of volunteer Americans called the Lafayette Escadrille (named after the great Marquis de Lafayette). This book is about that volunteer squadron: How they got into the French military. How they learned to fly. How they fought—and died. And how these American pilots would go down in history with other legendary flying aces like the Red Baron and his Flying Circus. Nathan Hale’s Hazardous Tales are graphic novels that tell the thrilling, shocking, gruesome, and TRUE stories of American history. Read them all—if you dare!",2023-11-14,Juvenile Nonfiction,4.33
Without a Trace,Danielle Steel,"NEW YORK TIMES BESTSELLER • From #1 New York Times bestselling author Danielle Steel, a powerful story about fighting for a chance at happiness—whatever the cost. Charles Vincent seems to have it all—a beautiful wife, two successful children, and a well-paying career. Yet happiness remains out of reach. He is trapped in a loveless marriage and his job is simply a paycheck. But his life changes forever one night as he drives along the Normandy coast, heading to their lavish château for the weekend. In one terrifying moment, Charles falls asleep at the wheel and veers off the road, plunging thirty feet down the face of a rocky cliff. Miraculously, Charles survives. After gathering the courage to climb to safety, he starts to walk—bruised, bloody, and desperate for help. In the dark of night, he happens upon a cabin where he meets the kind and beautiful Aude Saint-Martin. They have an instant connection, and as she nurses him back to health, Charles begins to discover the passion he’s been missing for so many years. In the aftermath of the crash, Charles has a startling realization: He doesn’t have to go back. He could simply choose to disappear, to walk away from his old life. When his car is discovered, he’ll be presumed dead, washed away at sea. If he stays with Aude, he has a chance at a fuller, happier life that he didn’t know was possible. It all seems too good to resist. But Aude has secrets of her own, and before long their pasts catch up to them, threatening everything they have fought to build. What would happen if you were given a chance to walk away from everything in your life and start over with a blank slate, and you had a split second to decide? In Without a Trace, Danielle Steel tells an irresistible story of the risks two people are willing to take in exchange for a chance at the life they’ve always wanted.",2023-01-03,Fiction,3.87
Forever Under the Mistletoe,Debbie Macomber,"The holiday season delivers the gift of love in these two classic stories from #1 New York Times bestselling author Debbie Macomber. When Christmas Comes Emily Springer trades her Leavenworth, Washington, home for Charles Brewster’s Boston condo. Then Emily’s friend Faith comes to visit her in Washington—and instead finds Charles, a complete stranger and a curmudgeon, to boot. His brother, Ray, meanwhile, shows up at Charles’s place, only to discover Emily living there. But through all the mix-ups and misunderstandings, among the chaos and confusion, romance begins to emerge… Christmas Letters Katherine O’Connor spends her days at a cozy café writing Christmas letters for other people. She’s good at making their everyday lives sound more interesting. But for renowned child psychologist Dr. Wynn Jeffries, who also frequents the café, Christmas means deception. Katherine argues with Wynn about his theories while he argues that her letters are nothing but lies. They disagree about practically everything—but as the days move closer to Christmas, Katherine and Wynn may find that love means accepting your differences while discovering what you share.",2023-10-24,Fiction,4.19
Stacy Willingham's 2-Book Set (a Flicker in the Dark & All the Dangerous Things),Stacy Willingham,Description non disponible,2023-01-10,Catégorie non disponible,3.84
Wyoming Proud,Diana Palmer,Description non disponible,2023,Romance,4.18
Shooting Iron,"William W. Johnstone, J.A. Johnstone","JOHNSTONE COUNTRY. WHERE VIOLENCE IS NEVER THE ANSWER. UNTIL IT IS. The latest novel in a thundering new western adventure series centering on one man's battle to carve out justice one bullet at a time in the untamed territories of Colorado. One of the deadliest, crime-infested towns in Colorado Territory, Devil’s Gulch needed more than a sheriff. They needed a gunslinger. So they pinned a badge on hardcase lawman John Holt. And the rest is history. . . . When the Devil Escapes As the town’s new sheriff, John Holt achieved the impossible: He drove the devil out of Devil’s Gulch. Corrupt, cutthroat rancher Joe Mullen—who ruled the land with an iron fist—is finally behind bars, all thanks to Sheriff Holt. But the tables are turned when Mullen manages to overturn his prison wagon and make his escape—with an army of prisoners, outlaws, and lowlifes to do his bidding. . . . All Hell Breaks Loose. It doesn’t take long for the streets of Devil’s Gulch to run red with blood. Again. Or for Holt to be marked for death. Again. But this time, the sheriff’s up against more than a hundred men—all of them gunning for him—and his only allies are an all-too-young deputy, an all-too-angry farmer, and a wayward wagon cook. With odds this bad, Holt is sure of only one thing: when you shoot at the devil, it’s best not to miss.",2023-10-24,Fiction,4.30
Collateral Damage,J.A. Jance,"Ali Reynolds and High Noon Enterprises face the dangerous consequences of one man’s desperate search for revenge in this unputdownable thriller from J.A. Jance, the New York Times bestselling author who “has been delivering must-read books for a long time” (The Real Book Spy). After spending twenty years behind bars, Frank Muñoz, a disgraced former cop, is out on parole and focused on just one thing: revenge. The wife who abandoned him after his arrest, the mistress who ratted him out for abetting a money-laundering scheme, the detectives who presided over his case all those years ago—they all have targets on their backs. For Ali Reynolds, the first Christmas without her father is riddled with grief and uncertainty. And with her husband and founding partner of High Noon Enterprises, B. Simpson, preoccupied by an upcoming New Year’s trip to London, she is ready for a break. But when Stu Ramey barges into her home with grave news about a serious—and suspicious—accident on the highway to Phoenix involving B.’s car, things reach a breaking point. At the hospital, a groggy, post-op B. insists that Ali take his place at a ransomware conference in London, as troubles brimming around High Noon come to light. But questions remain: Who would go to such lengths to cut the tech company from the picture? And what if Ali and the rest of the team are also in danger?",2023-10-24,Fiction,4.29
Dreamworks The Bad Guys: A Very Bad Holiday Novelization,Kate Howard,"Join The Bad Guys on their next escapade, coming to Netflix in 2023! In this novelization of the events of The Bad Guys holiday special, there's nothing The Bad Guys love more than Christmas morning - because while everyone is home opening presents, it's the perfect time to execute a city-wide holiday heist. It's the crew's favorite yearly tradition! But when Christmas is unexpectedly canceled, The Bad Guys must do the unthinkable: reignite the city's holiday spirit by giving instead of taking. Based on the bestselling series by Aaron Blabey!",2023-10-03,Juvenile Fiction,4.00
Scariest. Book. Ever. (Goosebumps House of Shivers #1),R. L. Stine,"Goosebumps now on Disney+! The only thing to fear . . . is everything. Twins Betty and Billy are visiting their Uncle Wendell at his secluded house in the Wayward Forest. What they think is going to be a boring stay quickly turns into a real nightmare. Wendell is in possession of the scariest book in the world. And someone is after Wendell. To keep the book safe, the siblings will have to plunge directly into the heart of the dangerous forest. There they must escape manbats, cannibal crows, and giant insects, among other horrors—and make it out alive!",2023-09-19,Juvenile Fiction,3.78
Lightlark,Alex Aster,Description non disponible,2023,Catégorie non disponible,3.77
The Haunting,Natasha Preston,"#1 New York Times and USA TODAY bestselling author Natasha Preston is back with another pulse-pounding, twisty read! Haunted by the past . . . Penny's trying to forget about her ex, Nash. His father was arrested for the brutal murder of four teenagers on Devil's Night last year. Penny's parents have forbidden her to have anything to do with Nash or his family. It's hard not to think of what happened as spooky season gets underway—but she's trying. That stops when she goes to the Halloween store with her friends to find a costume. What she finds instead is ripped from a horror movie: a classmate bleeding out on the floor of a dressing room. Stabbed. Is a copycat killer on the loose? The adults are saying no. But Penny knows better.",2023-09-26,Young Adult Fiction,3.65
