title,authors,description,average_rating,published_date,categories
Dog Man: The Scarlet Shedder: A Graphic Novel (Dog Man #12): From the Creator of Captain Underpants,Dav Pilkey,"Our canine superhero returns in DOG MAN: THE SCARLET SHEDDER, the suspenseful and hilarious twelfth graphic novel in the #1 worldwide bestselling series by award-winning author and illustrator Dav Pilkey! P.U.! Dog Man got sprayed by a skunk! After being dunked in tomato juice, the stink is gone but the scarlet red color remains. Now exiled, this spunky superhero must struggle to save the citizens who shunned him! Will the ends justify the means for Petey, who's reluctantly pulled back into a life of crime in order to help Dog Man? And who will step forward when an all-new, never-before-seen villain unleashes an army of A.I. robots? The fun and creativity continue with Dog Man with Love: The Official Coloring Book. And for more heartfelt graphic novel adventures, join Flippy and Li'l Petey in the Cat Kid Comic Club series. And don't forget the series that started it all: Captain Underpants!",Note non disponible,2024-03-19,Juvenile Fiction
Jujutsu Kaisen,Gege Akutami,"""Sukuna reveals that he is the Disgraced One whom the Angel wants to kill. While Itadori grapples with this terrible news, Kenjaku has set in motion plans involving various nations, throwing the culling game into further confusion! To make matters worse, Kenjaku then shows up at the Tombs of the Star Corridor where Master Tengen exists in seclusion!""--Back cover.",Note non disponible,2024,Clubs
"Spy x Family, Vol. 12",Tatsuya Endo,"Anya’s friendship scheme seems to be taking a turn for the better in the aftermath of the failed hijacking. Meanwhile, Operation Strix and Loid’s true identity are in danger—a mole has been uncovered and has gone underground. Will Loid and his allies be able to catch this double agent before all is lost? -- VIZ Media",Note non disponible,2024-08-06,Comics & Graphic Novels
Warriors Graphic Novel: The Prophecies Begin #1,Erin Hunter,"With more than 40 million copies sold, Erin Hunter's Warriors series has taken the world by storm and is now available in a full-color graphic novel adaptation. The first book covers the first two original novels in The Prophecies Begin: Into the Wild and Fire and Ice. A perfect introduction to the world of Warriors for any new readers and the ultimate gift for its legions of fans! For generations, four Clans of wild cats have shared the forest. But the cats of ThunderClan are in grave danger, and sinister ShadowClan grows stronger every day. In the midst of this turmoil appears a house cat named Rusty—who may turn out to be the bravest warrior of them all. Ever since the first Warriors book hit shelves, readers have devoured these epic adventures. This stunning new adaptation retells the original Warriors story arc as a full-color graphic novel.",Note non disponible,2024-07-16,Juvenile Fiction
Cat on the Run in Cucumber Madness! (Cat on the Run #2),Aaron Blabey,"From the New York Times bestselling author of The Bad Guys comes another hilarious illustrated series starring a pampered cat who is way tougher than anyone realizes. VANISHED! The World’s #1 Cat Video Star has disappeared! Or has she?As a diabolical mystery unravels around her, Princess Beautiful is plunged into a terrible world where trending isn’t a thing, danger lurks around every corner, and cucumbers are no laughing matter. She’s jumped out of the frying pan and into . . . CAT ON THE RUN - BOOK TWO!",Note non disponible,2024-08-06,Juvenile Fiction
The Bad Guys in the Serpent and the Beast (The Bad Guys #19),Aaron Blabey,"Now a major motion picture! ""I wish I'd had these books as a kid. Hilarious!"" -- Dav Pilkey, creator of Captain Underpants and Dog Man They may look like Bad Guys, but these wannabe heroes are doing good deeds... whether you like it or not in this New York Times bestselling illustrated series. The next installment in the hilarious Bad Guys series!",Note non disponible,2024-07-02,Juvenile Fiction
The New Girl: A Graphic Novel (The New Girl #1),Cassandra Calin,"Instagram sensation and Tapas webcomic superstar Cassandra Calin makes her long-form debut with this funny, feel-good middle-grade graphic novel about change. Goodbye, old life... Lia and her family are waiting to board a flight across the Atlantic, leaving behind family, friends, and Romania -- the only home Lia has ever known. But Lia's heartache is overshadowed by the discomfort of her first period. As if things weren't difficult enough! Now Lia is thrust into a world where everything is different: her home, her language, and even her body. With so many changes happening at once, Lia struggles with schoolwork, has trouble communicating with classmates, and has no idea how to manage her unpleasant periods. Will she ever feel like herself again? Inspired by the author's own immigration experience, The New Girl is a comically charming story about change and acceptance.",Note non disponible,2024-06-04,Juvenile Fiction
Second Act,Danielle Steel,"NEW YORK TIMES BESTSELLER • In this gripping novel from Danielle Steel, a top Hollywood executive seeks a new beginning when his career takes an unplanned turn. As the head of a prestigious movie studio for nearly two decades, Andy Westfield has had every conceivable professional luxury: a stunning office on the forty-fourth floor, a loyal assistant who can all but read his mind, access to a private jet and company cars. The son of Hollywood royalty, Andy always put his career before his marriage, and now, besides his daughter and young grandchildren, it’s the only thing he truly loves. But then Andy’s world is upended. The studio is sold, and the buyer’s son demands the top seat. Out of a job and humiliated, Andy spirals. When his head clears, he decides to get as far away from Los Angeles as possible until the dust settles and he can find a new way forward. Andy signs a six-month rental agreement for a luxurious home in a tiny, forgotten coastal town two hours from London. When he arrives, he hires a local woman to help get his affairs in order. A former journalist, Violet Smith is at a crossroads as well, and this temporary job is exactly what she needs to tide her over. But when Violet leaves the manuscript of her unfinished novel behind after work one day, Andy lets his curiosity get the best of him and is captivated by a story that begs to be adapted for the big screen. Could this be the miracle they’ve both been looking for? In Second Act, Danielle Steel presents a heartening tale of how challenging times give way to opportunities and an original outline does not always contain the perfect ending.",Note non disponible,2024-07-23,Fiction
Betrayal Road,Christine Feehan,"No. 1 New York Times bestselling author Christine Feehan explores uncharted territory in the next novel in the propulsive, heart-stopping Torpedo Ink Motorcycle Club novel. The stranger frequenting Azelie Vargas's local coffee shop is a sight to behold. He's tall, dark, muscular, and a complete distraction. She's worried one look from his striking silver eyes will have her acting a fool. But it's not a look that sets Azelie aflame-it's the way he boldly tells her every dark, dirty thing he'd like to do to her. She should be scandalized. Instead, all she wants to do is say yes. Andrii ""Maestro"" Federoff is in San Francisco on club business. Torpedo Ink needs information to bust up a human trafficking ring, and Maestro has found his mark. After weeks of stealthy observation, he's not sure if Azelie is involved directly, or if she's just working for some bad people. What he does know is that he needs to get close to her fast, and soon he can't get enough. What began as a setup quickly turns real. But no matter how hot they burn, Maestro's betrayal could leave their hearts smoldering in the ashes.... Find out why readers are OBSESSED with Christine Feehan: 'The queen of paranormal romance' USA Today 'After Bram Stoker, Anne Rice and Joss Whedon, Christine Feehan is the person most credited with popularizing the neck gripper' Time 'Feehan has a knack for bringing vampiric Carpathians to vivid, virile life in her Dark Carpathian novels' Publishers Weekly 'The erotic, gripping series that's defined an entire genre! Must reading that always satisfies!' J.R. Ward",Note non disponible,2024-08-20,Fiction
The Secret,"Lee Child, Andrew Child","#1 NEW YORK TIMES BESTSELLER • Don’t miss the hit streaming series Reacher! A string of mysterious deaths. A long-classified mission. A young MP with nothing to lose. 1992. All across the United States respectable, upstanding citizens are showing up dead. These deaths could be accidents, and they don’t appear to be connected—until a fatal fall from a high-floor window attracts some unexpected attention. That attention comes from the secretary of defense. All of a sudden he wants an interagency task force to investigate. And he wants Jack Reacher as the army’s representative. If Reacher gets a result, great. If not, he’s a convenient fall guy. But office politics isn’t Reacher’s thing. Three questions quickly emerge: Who’s with him, who’s against him, and will the justice he dispenses be the official kind . . . or his own kind?",Note non disponible,2024-06-25,Fiction
Fort Buzzard,"William W. Johnstone, J.A. Johnstone","Johnstone Country. Where Every Road Leads to Death. Preacher and Jamie McCallister head for the hills to uncover the truth behind a gruesome mountain massacre—and find themselves trapped in a nest of merciless, sadistic killers. . . . FORT BUZZARD They were innocent men, slaughtered in the Rockies. A party of land surveyors who met their grisly fate at the hands of the Crow Indians—or so it seems. Some folks think the story is a lie. And now it’s up to U.S. Army Lieutenant Ron Stanton to figure out what really happened up there in those desolate, bloodsoaked mountains. As his guides, Preacher and Jamie McCallister agree to retrace the footsteps of the doomed party—come hell or high water—but first they’ll have to pass through a particularly nasty piece of purgatory known as Fort Buzzard . . . Fort Buzzard—officially Gullickson’s Fort—earned its nefarious nickname because of the human vultures it attracts. Namely the brutes and brawlers hired by Gullickson to protect his interests. When a nearby trading post is suddenly attacked—and two young women carried off by Indians—Preacher and McCallister smell a rat. The Crows swear they’re not responsible for the attack, the abduction, or the mountain party massacre. Preacher and McCallister believe them—but proving it won’t be easy. This road to justice only leads to more dead ends—and the biggest, bloodiest showdown in Rocky Mountain history . . . Live Free. Read Hard.",Note non disponible,2024-08-20,Fiction
The Summer Place,Jennifer Weiner,"INSTANT NEW YORK TIMES BESTSELLER From the #1 New York Times bestselling author of That Summer comes another “must-have” (USA TODAY) beach read about family, secrets, and the ties that bind. When her twenty-two-year-old stepdaughter announces her engagement to her pandemic boyfriend, Sarah Danhauser is shocked. But headstrong Ruby has already set a date (just three months away!) and spoken to her beloved safta, Sarah’s mother Veronica, about having the wedding at the family’s beach house in Cape Cod. Sarah might be worried, but Veronica is thrilled to be bringing the family together one last time before putting the big house on the market. But the road to a wedding day usually comes with a few bumps. Ruby has always known exactly what she wants, but as the wedding date approaches, she finds herself grappling with the wounds left by the mother who walked out when she was a baby. Veronica ends up facing unexpected news and must revisit the choices she made long ago. Sarah’s twin brother, Sam, is recovering from a terrible loss, and confronting big questions about who he is—questions he hopes to resolve during his stay on the Cape. Sarah’s husband, Eli, who’s been inexplicably distant during the pandemic, confronts the consequences of a long ago lapse from his typical good-guy behavior. And Sarah, frustrated by her husband, concerned about her stepdaughter, and worn out by the challenges of the quarantine, faces the alluring reappearance of someone from her past and a life that could have been. When the wedding day arrives, lovers are revealed as their true selves, misunderstandings take on a life of their own, and secrets come to light. There are confrontations and revelations that will touch each member of the extended family, ensuring that nothing will ever be the same in “this first-rate page-turner” (Publishers Weekly) that will whisk you to the charming beaches of Cape Cod.",Note non disponible,2024-07-23,Fiction
Renegade Wife,"B.J. Daniels, Cindi Myers","A jilted bride's trek through the mountains takes a dangerous turn in this new Western suspense by New York Times bestselling author B.J. Daniels. When her fairy-tale life becomes a tragedy she's looking for vengeance After her double-crossing, thieving husband disappears, Geneva Carrington Beck and her puppy—the only thing the no-account left behind—recruit Montana outfitter Calhoun St. Pierre to track him down. But their mountain mission takes a dangerous turn when criminals searching for the missing man make his bride a target…and a widow. Now a reluctant hero has to partner with and protect the renegade wife. FREE BONUS STORY INCLUDED IN THIS VOLUME! Mile High Mystery by bestselling author Cindi Myers Search-and-rescue volunteer Zach Gregory thought his sister had been killed years ago after testifying against notorious killers. But when she’s found murdered, FBI agent Shelby Dryden reveals Camille was actually in the WITSEC program. Shelby is convinced Zach is hiding something that’s made him a target. As threats against him escalate, Shelby must control her smoldering attraction to Zach while protecting his life. Don’t miss the complete Harlequin 75th Anniversary Collection: Taming a Heartbreaker by Brenda Jackson No Turning Back by Lindsay McKenna Rancher’s Law by Diana Palmer Save Me by Sharon Sala A Murderer Among Us by Heather Graham A Beach House Beginning by RaeAnne Thayne Renegade Wife by B.J. Daniels Tying the Knot by Brenda Novak",Note non disponible,2024-08-20,Fiction
The Maze,Nelson DeMille,"""The Maze opens with Corey ... in forced retirement from his last job as a Federal Agent with the Diplomatic Surveillance Group. Corey is restless and looking for action, so when his former lover, Detective Beth Penrose, appears with a job offer, Corey has to once again make some decisions about his career-and about reuniting with Beth Penrose. Inspired by, and based on the actual and still unsolved Gilgo Beach murders, The Maze takes the reader on a dangerous hunt for an apparent serial killer who has murdered nine-and maybe more-prostitutes and hidden their bodies in the thick undergrowth on a lonely stretch of beach. As Corey digs deeper into this case, which has made national news, he comes to suspect that the failure of the local police to solve this sensational case may not be a result of their inexperience and incompetence-it may be something else. Something more sinister."" --",Note non disponible,2024-07-23,Fiction
If Only I Had Told Her,Laura Nowlin,"An intensely emotional and gripping companion novel to Laura Nowlin's USA Today and New York Times Bestselling novel If He Had Been With Me about the love that both breaks and heals us. Perfect for fans of Colleen Hoover and Jenny Han. If only I'd told her that I loved her years ago, then I wouldn't be here now. Finn has always loved Autumn. She's not just the girl next door or his mother's best friend's daughter, she is his everything. But she's not his girlfriend. That's Sylvie, and Finn would never hurt her, so there's no way Autumn could know how he truly feels. Jack, Finn's best friend, isn't so sure. He's seen Finn and Autumn together. How could she not know? And how is he supposed to support and protect Finn when heartache seems inevitable? Autumn surrounds herself with books and wants to write her own destiny—but one doesn't always get a new chapter and fate can be cruel to those in love. Told through three different perspectives, If Only I Had Told Her is a love story brimming with truth, tragedy, and the unexpected bonds that heal us.",Note non disponible,2024-02-06,Young Adult Fiction
A Thousand Broken Pieces,Tillie Cole,"READ THE HEARTBREAKING SEQUEL TO THE TIKTOK SENSATION A THOUSAND BOY KISSES . . . A beautiful and life-affirming novel about grief, love and friendship from the international bestselling phenomenon Tillie Cole --- CAN TWO BROKEN HEARTS MAKE A WHOLE . . . ? After losing her beloved sister three years ago, Savanna Litchfield has been living half a life. When Savannah's therapist suggests joining a trip around the world for grieving teens she agrees to go clutching tightly to the unread journal her sister left behind. Seventeen-year-old Cael Woods is angry. One year after losing his older brother his life has spiralled. Once the most promising hockey player in the junior league, Cael can no longer step onto the ice. When his parents sign him up for a trip abroad no part of him wants to go. As Cael and Savannah embark on a journey they begin to find solace in each other. As they start to heal piece by broken piece, could this be the start of a love they never thought they'd feel again? --- Readers love A Thousand Broken Pieces ‘I didn’t want to finish because I knew what was coming and the tears were really starting to form’ ***** Reader Reviews ‘I am always amazed that a person can provoke so much emotion with just words typed on paper but Tillie Cole did not just provoke emotion-she crushed my heart’ ***** Reader Reviews ‘Heartbreaking in so many ways. If you need an ugly cry, this will do it!’ ***** Reader Reviews ‘I absolutely cannot wait to fall back into a book hangover after reading this’ ***** Reader Reviews",Note non disponible,2024-07-18,Fiction
Better Than the Movies,Lynn Painter,"Perpetual daydreamer and hopeless romantic Liz Buxbaum gave her heart to Michael a long time ago. But her cool, aloof forever crush never really saw her before he moved away. Now that he's back in town, Liz will do whatever it takes to get on his radar-and maybe snag him as a prom date-even befriend Wes Bennet. The annoyingly attractive next-door neighbour might seem like a prime candidate for romantic comedy fantasies, but Wes has only been a pain in Liz's butt since they were kids. Pranks involving frogs and decapitated lawn gnomes do not a potential boyfriend make. Yet, somehow, Wes and Michael are hitting it off, which means Wes is Liz's in. But as Liz and Wes scheme to get Liz noticed by Michael so she can have her magical prom moment, she's shocked to discover that she likes being around Wes. And as they continue to grow closer, she must re-examine everything she thought she knew about love-and rethink her own ideas of what Happily Ever After should look like.[Bokinfo].",Note non disponible,2024-03-14,Catégorie non disponible
